Input feed cut file input-unit/ppe-omni-7.205Ghz-rhcp.cut, CF(dB)=-0.20, complex field for theta,phi degrees
    THETA    PHI        POL-1,real         POL-1,imag         POL-2,real         POL-2,imag
   77.00   170.00       6.579193E-02       9.009172E-01      -1.065637E-01       1.136990E-01
   78.00   170.00       7.792420E-02       9.069630E-01      -1.150110E-01       1.140228E-01
   79.00   170.00       8.549157E-02       9.121654E-01      -1.230391E-01       1.107304E-01
   80.00   170.00       8.920083E-02       9.153322E-01      -1.294900E-01       1.040009E-01
   81.00   170.00       9.002898E-02       9.156199E-01      -1.333216E-01       9.440824E-02
   82.00   170.00       8.915317E-02       9.126125E-01      -1.337417E-01       8.286186E-02
   83.00   170.00       8.768791E-02       9.062893E-01      -1.303113E-01       7.048708E-02
   84.00   170.00       8.660366E-02       8.970026E-01      -1.229977E-01       5.849349E-02
   85.00   170.00       8.660715E-02       8.853611E-01      -1.121733E-01       4.802560E-02
   86.00   170.00       8.805464E-02       8.721008E-01      -9.856641E-02       4.003027E-02
   87.00   170.00       9.104874E-02       8.579602E-01      -8.315433E-02       3.514888E-02
   88.00   170.00       9.536939E-02       8.435395E-01      -6.705120E-02       3.365976E-02
   89.00   170.00       1.006303E-01       8.292479E-01      -5.136921E-02       3.546698E-02
   90.00   170.00       1.063475E-01       8.152436E-01      -3.709698E-02       4.013137E-02
   91.00   170.00       1.121081E-01       8.014912E-01      -2.499635E-02       4.695467E-02
   92.00   170.00       1.175701E-01       7.877073E-01      -1.554042E-02       5.506196E-02
   93.00   170.00       1.225858E-01       7.735193E-01      -8.887013E-03       6.352558E-02
   94.00   170.00       1.272078E-01       7.585208E-01      -4.892397E-03       7.146846E-02
   95.00   170.00       1.316596E-01       7.423498E-01      -3.154670E-03       7.815626E-02
   96.00   170.00       1.363693E-01       7.247962E-01      -3.095598E-03       8.307019E-02
   97.00   170.00       1.418102E-01       7.057781E-01      -4.036869E-03       8.593518E-02
   98.00   170.00       1.485002E-01       6.854317E-01      -5.295626E-03       8.673687E-02
   99.00   170.00       1.569091E-01       6.640867E-01      -6.269947E-03       8.569645E-02
  100.00   170.00       1.673703E-01       6.422386E-01      -6.510529E-03       8.323123E-02
  101.00   170.00       1.801095E-01       6.205275E-01      -5.777227E-03       7.986823E-02
  102.00   170.00       1.950909E-01       5.996295E-01      -4.061905E-03       7.618286E-02
  103.00   170.00       2.120831E-01       5.802391E-01      -1.591909E-03       7.270731E-02
  104.00   170.00       2.306367E-01       5.629823E-01       1.197304E-03       6.984829E-02
  105.00   170.00       2.500826E-01       5.483526E-01       3.712105E-03       6.782265E-02
  106.00   170.00       2.696663E-01       5.366570E-01       5.287091E-03       6.659130E-02
  107.00   170.00       2.884723E-01       5.279408E-01       5.263164E-03       6.585241E-02
  108.00   170.00       3.055995E-01       5.219928E-01       3.093886E-03       6.504351E-02
  109.00   170.00       3.202151E-01       5.183276E-01      -1.563787E-03       6.338470E-02
  110.00   170.00       3.316131E-01       5.162118E-01      -8.772995E-03       5.996255E-02
  111.00   170.00       3.394026E-01       5.147157E-01      -1.826888E-02       5.380707E-02
  112.00   170.00       3.434061E-01       5.127717E-01      -2.944604E-02       4.403145E-02
  113.00   170.00       3.438164E-01       5.092968E-01      -4.138483E-02       2.994027E-02
  114.00   170.00       3.411643E-01       5.032919E-01      -5.292112E-02       1.113569E-02
  115.00   170.00       3.362556E-01       4.939488E-01      -6.275820E-02      -1.239043E-02
  116.00   170.00       3.302223E-01       4.807565E-01      -6.957173E-02      -4.025509E-02
  117.00   170.00       3.242313E-01       4.635470E-01      -7.217412E-02      -7.164106E-02
  118.00   170.00       3.195104E-01       4.425492E-01      -6.963103E-02      -1.053720E-01
  119.00   170.00       3.171758E-01       4.183759E-01      -6.137408E-02      -1.400001E-01
  120.00   170.00       3.181141E-01       3.919731E-01      -4.727447E-02      -1.739310E-01
  121.00   170.00       3.228700E-01       3.645349E-01      -2.769470E-02      -2.055668E-01
  122.00   170.00       3.316498E-01       3.373837E-01      -3.397743E-03      -2.334560E-01
  123.00   170.00       3.441854E-01       3.118453E-01       2.442418E-02      -2.564155E-01
  124.00   170.00       3.598440E-01       2.891158E-01       5.430771E-02      -2.736414E-01
  125.00   170.00       3.776620E-01       2.701475E-01       8.463390E-02      -2.847713E-01
  126.00   170.00       3.964401E-01       2.555599E-01       1.137684E-01      -2.899044E-01
  127.00   170.00       4.148540E-01       2.455987E-01       1.401949E-01      -2.895870E-01
  128.00   170.00       4.316120E-01       2.400851E-01       1.626493E-01      -2.847182E-01
  129.00   170.00       4.455103E-01       2.385002E-01       1.801881E-01      -2.764935E-01
  130.00   170.00       4.555895E-01       2.400067E-01       1.922597E-01      -2.662672E-01
  131.00   170.00       4.611905E-01       2.435494E-01       1.987174E-01      -2.554360E-01
  132.00   170.00       4.619972E-01       2.479584E-01       1.997995E-01      -2.453225E-01
  133.00   170.00       4.580399E-01       2.520699E-01       1.960801E-01      -2.370731E-01
  134.00   170.00       4.496951E-01       2.547683E-01       1.883862E-01      -2.315876E-01
  135.00   170.00       4.375835E-01       2.551668E-01       1.777163E-01      -2.294626E-01
  136.00   170.00       4.225294E-01       2.525990E-01       1.651388E-01      -2.309755E-01
  137.00   170.00       4.055140E-01       2.466563E-01       1.517081E-01      -2.361055E-01
  138.00   170.00       3.875185E-01       2.372298E-01       1.383766E-01      -2.445490E-01
  139.00   170.00       3.694933E-01       2.244713E-01       1.259380E-01      -2.557835E-01
  140.00   170.00       3.522831E-01       2.087806E-01       1.149842E-01      -2.691256E-01
  141.00   170.00       3.365697E-01       1.906801E-01       1.058835E-01      -2.838084E-01
  142.00   170.00       3.228430E-01       1.708866E-01       9.878075E-02      -2.990330E-01
  143.00   170.00       3.113896E-01       1.501495E-01       9.361304E-02      -3.140385E-01
  144.00   170.00       3.022958E-01       1.292237E-01       9.013962E-02      -3.281477E-01
  145.00   170.00       2.954656E-01       1.088195E-01       8.798047E-02      -3.408036E-01
  146.00   170.00       2.906490E-01       8.956113E-02       8.665986E-02      -3.515916E-01
  147.00   170.00       2.874784E-01       7.195817E-02       8.565051E-02      -3.602494E-01
  148.00   170.00       2.855125E-01       5.640802E-02       8.441467E-02      -3.666624E-01
  149.00   170.00       2.842554E-01       4.309968E-02       8.244247E-02      -3.708587E-01
  150.00   170.00       2.832215E-01       3.217334E-02       7.927790E-02      -3.729801E-01
  151.00   170.00       2.819456E-01       2.361236E-02       7.454310E-02      -3.732648E-01
  152.00   170.00       2.800133E-01       1.729644E-02       6.795135E-02      -3.720198E-01
  153.00   170.00       2.770788E-01       1.302270E-02       5.931335E-02      -3.695944E-01
  154.00   170.00       2.728761E-01       1.052828E-02       4.853710E-02      -3.663562E-01
  155.00   170.00       2.672229E-01       9.512755E-03       3.562244E-02      -3.626688E-01
  156.00   170.00       2.600205E-01       9.659030E-03       2.065154E-02      -3.588741E-01
  157.00   170.00       2.512483E-01       1.065157E-02       3.776786E-03      -3.552779E-01
  158.00   170.00       2.409556E-01       1.219153E-02      -1.479288E-02      -3.521404E-01
  159.00   170.00       2.292569E-01       1.401942E-02      -3.480894E-02      -3.496725E-01
  160.00   170.00       2.162812E-01       1.587001E-02      -5.598991E-02      -3.480289E-01
  161.00   170.00       2.022580E-01       1.757502E-02      -7.803314E-02      -3.473016E-01
  162.00   170.00       1.873897E-01       1.898186E-02      -1.006419E-01      -3.475438E-01
  163.00   170.00       1.719071E-01       1.998418E-02      -1.235188E-01      -3.487571E-01
  164.00   170.00       1.560461E-01       2.051648E-02      -1.463784E-01      -3.509019E-01
  165.00   170.00       1.400395E-01       2.055039E-02      -1.689525E-01      -3.539035E-01
  166.00   170.00       1.241114E-01       2.008997E-02      -1.909946E-01      -3.576592E-01
  167.00   170.00       1.084719E-01       1.916646E-02      -2.122817E-01      -3.620447E-01
  168.00   170.00       9.331440E-02       1.783287E-02      -2.326163E-01      -3.669204E-01
  169.00   170.00       7.881336E-02       1.615861E-02      -2.518256E-01      -3.721373E-01
  170.00   170.00       6.512343E-02       1.422446E-02      -2.697614E-01      -3.775427E-01
  171.00   170.00       5.237947E-02       1.211790E-02      -2.862981E-01      -3.829840E-01
  172.00   170.00       4.069711E-02       9.928965E-03      -3.013314E-01      -3.883135E-01
  173.00   170.00       3.017391E-02       7.746709E-03      -3.147758E-01      -3.933915E-01
  174.00   170.00       2.089073E-02       5.656137E-03      -3.265628E-01      -3.980890E-01
  175.00   170.00       1.291330E-02       3.735715E-03      -3.366382E-01      -4.022898E-01
  176.00   170.00       6.293835E-03       2.055356E-03      -3.449604E-01      -4.058929E-01
  177.00   170.00       1.072511E-03       6.748360E-04      -3.514984E-01      -4.088130E-01
  178.00   170.00      -2.721122E-03      -3.573955E-04      -3.562302E-01      -4.109823E-01
  179.00   170.00      -5.067008E-03      -1.005089E-03      -3.591415E-01      -4.123508E-01
  180.00   170.00      -5.953756E-03      -1.244910E-03      -3.602245E-01      -4.128864E-01
    0.00   175.00      -7.188553E-01       1.944476E+00      -8.465028E-03       1.931875E-02
    1.00   175.00      -7.188641E-01       1.943789E+00      -8.614314E-03       1.940229E-02
    2.00   175.00      -7.187654E-01       1.941188E+00      -8.735385E-03       1.918237E-02
    3.00   175.00      -7.185475E-01       1.936681E+00      -8.827946E-03       1.866248E-02
    4.00   175.00      -7.181884E-01       1.930281E+00      -8.889932E-03       1.785044E-02
    5.00   175.00      -7.176556E-01       1.922009E+00      -8.917432E-03       1.675834E-02
    6.00   175.00      -7.169067E-01       1.911893E+00      -8.904718E-03       1.540244E-02
    7.00   175.00      -7.158898E-01       1.899966E+00      -8.844301E-03       1.380308E-02
    8.00   175.00      -7.145441E-01       1.886270E+00      -8.727030E-03       1.198460E-02
    9.00   175.00      -7.128001E-01       1.870850E+00      -8.542202E-03       9.975246E-03
   10.00   175.00      -7.105802E-01       1.853763E+00      -8.277727E-03       7.807211E-03
   11.00   175.00      -7.077997E-01       1.835069E+00      -7.920324E-03       5.516615E-03
   12.00   175.00      -7.043666E-01       1.814839E+00      -7.455786E-03       3.143609E-03
   13.00   175.00      -7.001826E-01       1.793152E+00      -6.869322E-03       7.325162E-04
   14.00   175.00      -6.951436E-01       1.770095E+00      -6.146009E-03      -1.667960E-03
   15.00   175.00      -6.891402E-01       1.745766E+00      -5.271396E-03      -4.004481E-03
   16.00   175.00      -6.820584E-01       1.720275E+00      -4.232284E-03      -6.218787E-03
   17.00   175.00      -6.737807E-01       1.693746E+00      -3.017734E-03      -8.247421E-03
   18.00   175.00      -6.641874E-01       1.666319E+00      -1.620342E-03      -1.002152E-02
   19.00   175.00      -6.531585E-01       1.638149E+00      -3.779976E-05      -1.146676E-02
   20.00   175.00      -6.405759E-01       1.609416E+00       1.725225E-03      -1.250349E-02
   21.00   175.00      -6.263515E-01       1.580337E+00       3.650984E-03      -1.304447E-02
   22.00   175.00      -6.103231E-01       1.551100E+00       5.721292E-03      -1.300634E-02
   23.00   175.00      -5.924459E-01       1.521979E+00       7.893808E-03      -1.229673E-02
   24.00   175.00      -5.726479E-01       1.493257E+00       1.011127E-02      -1.082558E-02
   25.00   175.00      -5.508949E-01       1.465244E+00       1.229796E-02      -8.506609E-03
   26.00   175.00      -5.271925E-01       1.438278E+00       1.435680E-02      -5.261565E-03
   27.00   175.00      -5.015960E-01       1.412715E+00       1.616814E-02      -1.025495E-03
   28.00   175.00      -4.742198E-01       1.388932E+00       1.758953E-02       4.246967E-03
   29.00   175.00      -4.452474E-01       1.367305E+00       1.845708E-02       1.057460E-02
   30.00   175.00      -4.149386E-01       1.348202E+00       1.858873E-02       1.794213E-02
   31.00   175.00      -3.836351E-01       1.331966E+00       1.778970E-02       2.629286E-02
   32.00   175.00      -3.517606E-01       1.318892E+00       1.586048E-02       3.552189E-02
   33.00   175.00      -3.198090E-01       1.309216E+00       1.260559E-02       4.547255E-02
   34.00   175.00      -2.883620E-01       1.303057E+00       7.852341E-03       5.592780E-02
   35.00   175.00      -2.580378E-01       1.300444E+00       1.457809E-03       6.661668E-02
   36.00   175.00      -2.294843E-01       1.301265E+00      -6.669906E-03       7.721550E-02
   37.00   175.00      -2.033449E-01       1.305265E+00      -1.655660E-02       8.735724E-02
   38.00   175.00      -1.802228E-01       1.312040E+00      -2.814680E-02       9.664569E-02
   39.00   175.00      -1.606416E-01       1.321040E+00      -4.129143E-02       1.046749E-01
   40.00   175.00      -1.450057E-01       1.331586E+00      -5.574013E-02       1.110535E-01
   41.00   175.00      -1.335615E-01       1.342915E+00      -7.114202E-02       1.154333E-01
   42.00   175.00      -1.263762E-01       1.354174E+00      -8.704633E-02       1.175371E-01
   43.00   175.00      -1.233169E-01       1.364525E+00      -1.029267E-01       1.171896E-01
   44.00   175.00      -1.240278E-01       1.373169E+00      -1.181994E-01       1.143456E-01
   45.00   175.00      -1.280179E-01       1.379405E+00      -1.322671E-01       1.091002E-01
   46.00   175.00      -1.345828E-01       1.382693E+00      -1.445476E-01       1.017122E-01
   47.00   175.00      -1.429301E-01       1.382691E+00      -1.545288E-01       9.259150E-02
   48.00   175.00      -1.522231E-01       1.379290E+00      -1.618144E-01       8.228499E-02
   49.00   175.00      -1.616449E-01       1.372585E+00      -1.661578E-01       7.144181E-02
   50.00   175.00      -1.704826E-01       1.362904E+00      -1.675037E-01       6.076877E-02
   51.00   175.00      -1.781766E-01       1.350741E+00      -1.659990E-01       5.097318E-02
   52.00   175.00      -1.843734E-01       1.336699E+00      -1.619923E-01       4.269939E-02
   53.00   175.00      -1.889496E-01       1.321412E+00      -1.560107E-01       3.646628E-02
   54.00   175.00      -1.920147E-01       1.305473E+00      -1.487194E-01       3.261280E-02
   55.00   175.00      -1.938522E-01       1.289326E+00      -1.408478E-01       3.126044E-02
   56.00   175.00      -1.948981E-01       1.273235E+00      -1.331307E-01       3.229234E-02
   57.00   175.00      -1.956257E-01       1.257232E+00      -1.262179E-01       3.536760E-02
   58.00   175.00      -1.964601E-01       1.241110E+00      -1.206038E-01       3.995766E-02
   59.00   175.00      -1.976842E-01       1.224458E+00      -1.165681E-01       4.540999E-02
   60.00   175.00      -1.993729E-01       1.206737E+00      -1.141481E-01       5.102882E-02
   61.00   175.00      -2.012983E-01       1.187350E+00      -1.131226E-01       5.617530E-02
   62.00   175.00      -2.029837E-01       1.165782E+00      -1.130639E-01       6.034354E-02
   63.00   175.00      -2.036910E-01       1.141703E+00      -1.133922E-01       6.324372E-02
   64.00   175.00      -2.025121E-01       1.115067E+00      -1.134691E-01       6.484338E-02
   65.00   175.00      -1.984815E-01       1.086178E+00      -1.127018E-01       6.537488E-02
   66.00   175.00      -1.907401E-01       1.055716E+00      -1.106473E-01       6.529808E-02
   67.00   175.00      -1.785925E-01       1.024682E+00      -1.070885E-01       6.524093E-02
   68.00   175.00      -1.617370E-01       9.943295E-01      -1.020967E-01       6.587931E-02
   69.00   175.00      -1.402847E-01       9.660313E-01      -9.603280E-02       6.783209E-02
   70.00   175.00      -1.148094E-01       9.411147E-01      -8.951103E-02       7.154241E-02
   71.00   175.00      -8.634541E-02       9.206989E-01      -8.331807E-02       7.718368E-02
   72.00   175.00      -5.621455E-02       9.055471E-01      -7.829198E-02       8.460513E-02
   73.00   175.00      -2.599375E-02       8.959454E-01      -7.519547E-02       9.331655E-02
   74.00   175.00       2.727610E-03       8.916711E-01      -7.458368E-02       1.025415E-01
   75.00   175.00       2.851233E-02       8.920026E-01      -7.670060E-02       1.113071E-01
   76.00   175.00       5.021359E-02       8.958002E-01      -8.142091E-02       1.185722E-01
   77.00   175.00       6.717793E-02       9.016590E-01      -8.823046E-02       1.233786E-01
   78.00   175.00       7.920565E-02       9.080474E-01      -9.628536E-02       1.249819E-01
   79.00   175.00       8.660820E-02       9.135225E-01      -1.045066E-01       1.229741E-01
   80.00   175.00       9.012081E-02       9.168817E-01      -1.117166E-01       1.173488E-01
   81.00   175.00       9.074934E-02       9.172822E-01      -1.167925E-01       1.085130E-01
   82.00   175.00       8.969752E-02       9.143196E-01      -1.188106E-01       9.724808E-02
   83.00   175.00       8.809794E-02       9.079941E-01      -1.171674E-01       8.460424E-02
   84.00   175.00       8.692889E-02       8.986831E-01      -1.116539E-01       7.177581E-02
   85.00   175.00       8.689314E-02       8.870214E-01      -1.024756E-01       5.995038E-02
   86.00   175.00       8.833112E-02       8.737664E-01      -9.022144E-02       5.016803E-02
   87.00   175.00       9.132285E-02       8.596683E-01      -7.577206E-02       4.319761E-02
   88.00   175.00       9.562041E-02       8.453274E-01      -6.019294E-02       3.946326E-02
   89.00   175.00       1.008116E-01       8.311396E-01      -4.459654E-02       3.901464E-02
   90.00   175.00       1.063932E-01       8.172377E-01      -3.001491E-02       4.154262E-02
   91.00   175.00       1.119461E-01       8.035523E-01      -1.728535E-02       4.645162E-02
   92.00   175.00       1.171367E-01       7.897630E-01      -6.976791E-03       5.293555E-02
   93.00   175.00       1.218422E-01       7.754636E-01       6.506495E-04       6.010043E-02
   94.00   175.00       1.261543E-01       7.602239E-01       5.643369E-03       6.707056E-02
   95.00   175.00       1.303455E-01       7.436735E-01       8.320074E-03       7.308627E-02
   96.00   175.00       1.348972E-01       7.256130E-01       9.195491E-03       7.758659E-02
   97.00   175.00       1.403325E-01       7.059913E-01       8.906340E-03       8.024409E-02
   98.00   175.00       1.472075E-01       6.849938E-01       8.115729E-03       8.099064E-02
   99.00   175.00       1.560130E-01       6.630126E-01       7.424803E-03       7.999901E-02
  100.00   175.00       1.670813E-01       6.406128E-01       7.298346E-03       7.764841E-02
  101.00   175.00       1.806141E-01       6.185021E-01       7.998992E-03       7.444240E-02
  102.00   175.00       1.965291E-01       5.974160E-01       9.563115E-03       7.094826E-02
  103.00   175.00       2.145305E-01       5.780914E-01       1.178938E-02       6.770605E-02
  104.00   175.00       2.340930E-01       5.611752E-01       1.426065E-02       6.514473E-02
  105.00   175.00       2.544669E-01       5.471576E-01       1.638999E-02       6.351490E-02
  106.00   175.00       2.748227E-01       5.363174E-01       1.749900E-02       6.281637E-02
  107.00   175.00       2.941809E-01       5.286513E-01       1.689774E-02       6.278662E-02
  108.00   175.00       3.115937E-01       5.238828E-01       1.398814E-02       6.289389E-02
  109.00   175.00       3.262031E-01       5.214518E-01       8.357575E-03       6.237266E-02
  110.00   175.00       3.372993E-01       5.205459E-01      -1.372656E-04       6.030031E-02
  111.00   175.00       3.445111E-01       5.201628E-01      -1.131988E-02       5.566746E-02
  112.00   175.00       3.476976E-01       5.191714E-01      -2.466408E-02       4.751634E-02
  113.00   175.00       3.471027E-01       5.164393E-01      -3.931201E-02       3.504873E-02
  114.00   175.00       3.433165E-01       5.109352E-01      -5.413164E-02       1.773800E-02
  115.00   175.00       3.372083E-01       5.018348E-01      -6.781694E-02      -4.567044E-03
  116.00   175.00       3.299696E-01       4.886297E-01      -7.899352E-02      -3.163406E-02
  117.00   175.00       3.228232E-01       4.711672E-01      -8.637280E-02      -6.278124E-02
  118.00   175.00       3.170427E-01       4.497029E-01      -8.887724E-02      -9.694134E-02
  119.00   175.00       3.137801E-01       4.248835E-01      -8.576102E-02      -1.327347E-01
  120.00   175.00       3.139463E-01       3.976930E-01      -7.669720E-02      -1.685833E-01
  121.00   175.00       3.181009E-01       3.693641E-01      -6.184748E-02      -2.028449E-01
  122.00   175.00       3.264541E-01       3.412562E-01      -4.178612E-02      -2.339757E-01
  123.00   175.00       3.387361E-01       3.147286E-01      -1.754897E-02      -2.606421E-01
  124.00   175.00       3.543067E-01       2.910061E-01       9.511601E-03      -2.818526E-01
  125.00   175.00       3.721912E-01       2.710650E-01       3.783220E-02      -2.970335E-01
  126.00   175.00       3.911773E-01       2.555446E-01       6.577412E-02      -3.060670E-01
  127.00   175.00       4.099273E-01       2.447055E-01       9.175606E-02      -3.092946E-01
  128.00   175.00       4.271361E-01       2.383824E-01       1.144019E-01      -3.074394E-01
  129.00   175.00       4.415871E-01       2.360662E-01       1.326122E-01      -3.015628E-01
  130.00   175.00       4.523080E-01       2.369287E-01       1.456549E-01      -2.929361E-01
  131.00   175.00       4.586275E-01       2.399229E-01       1.531938E-01      -2.829279E-01
  132.00   175.00       4.602163E-01       2.438862E-01       1.552849E-01      -2.728863E-01
  133.00   175.00       4.570907E-01       2.476613E-01       1.523417E-01      -2.640315E-01
  134.00   175.00       4.496128E-01       2.501391E-01       1.450622E-01      -2.573731E-01
  135.00   175.00       4.383866E-01       2.504360E-01       1.343584E-01      -2.536448E-01
  136.00   175.00       4.242315E-01       2.478826E-01       1.212573E-01      -2.532764E-01
  137.00   175.00       4.080694E-01       2.420770E-01       1.068094E-01      -2.563873E-01
  138.00   175.00       3.909071E-01       2.329057E-01       9.201176E-02      -2.628181E-01
  139.00   175.00       3.736606E-01       2.205112E-01       7.773013E-02      -2.721590E-01
  140.00   175.00       3.571564E-01       2.052831E-01       6.465445E-02      -2.838136E-01
  141.00   175.00       3.420636E-01       1.877306E-01       5.326416E-02      -2.970695E-01
  142.00   175.00       3.288581E-01       1.685537E-01       4.382119E-02      -3.111502E-01
  143.00   175.00       3.178174E-01       1.484836E-01       3.637524E-02      -3.252863E-01
  144.00   175.00       3.090223E-01       1.282560E-01       3.078649E-02      -3.387653E-01
  145.00   175.00       3.023748E-01       1.085611E-01       2.675864E-02      -3.509738E-01
  146.00   175.00       2.976269E-01       9.000395E-02       2.387870E-02      -3.614256E-01
  147.00   175.00       2.944161E-01       7.307589E-02       2.165939E-02      -3.697785E-01
  148.00   175.00       2.923081E-01       5.815762E-02       1.958061E-02      -3.758358E-01
  149.00   175.00       2.908210E-01       4.542563E-02       1.712809E-02      -3.795470E-01
  150.00   175.00       2.894798E-01       3.500773E-02       1.382390E-02      -3.809831E-01
  151.00   175.00       2.878330E-01       2.687890E-02       9.252924E-03      -3.803232E-01
  152.00   175.00       2.854808E-01       2.091337E-02       3.080062E-03      -3.778289E-01
  153.00   175.00       2.820919E-01       1.690560E-02      -4.939466E-03      -3.738192E-01
  154.00   175.00       2.774142E-01       1.459272E-02      -1.495649E-02      -3.686463E-01
  155.00   175.00       2.712784E-01       1.367663E-02      -2.702995E-02      -3.626731E-01
  156.00   175.00       2.635976E-01       1.384454E-02      -4.113347E-02      -3.562538E-01
  157.00   175.00       2.543615E-01       1.478685E-02      -5.716523E-02      -3.497181E-01
  158.00   175.00       2.436279E-01       1.621186E-02      -7.495995E-02      -3.433592E-01
  159.00   175.00       2.315169E-01       1.786780E-02      -9.430513E-02      -3.374277E-01
  160.00   175.00       2.181667E-01       1.949609E-02      -1.149477E-01      -3.321234E-01
  161.00   175.00       2.038064E-01       2.094200E-02      -1.366000E-01      -3.275887E-01
  162.00   175.00       1.886412E-01       2.205882E-02      -1.589777E-01      -3.239252E-01
  163.00   175.00       1.729028E-01       2.274854E-02      -1.817859E-01      -3.211837E-01
  164.00   175.00       1.568262E-01       2.295352E-02      -2.047351E-01      -3.193726E-01
  165.00   175.00       1.406429E-01       2.265262E-02      -2.275472E-01      -3.184625E-01
  166.00   175.00       1.245742E-01       2.185643E-02      -2.499606E-01      -3.183930E-01
  167.00   175.00       1.088274E-01       2.060196E-02      -2.717340E-01      -3.190784E-01
  168.00   175.00       9.359219E-02       1.894724E-02      -2.926483E-01      -3.204136E-01
  169.00   175.00       7.903914E-02       1.696594E-02      -3.125079E-01      -3.222804E-01
  170.00   175.00       6.531894E-02       1.474235E-02      -3.311402E-01      -3.245527E-01
  171.00   175.00       5.256239E-02       1.236682E-02      -3.483956E-01      -3.271010E-01
  172.00   175.00       4.088121E-02       9.931677E-03      -3.641461E-01      -3.297970E-01
  173.00   175.00       3.036920E-02       7.527692E-03      -3.782838E-01      -3.325172E-01
  174.00   175.00       2.110372E-02       5.241168E-03      -3.907190E-01      -3.351459E-01
  175.00   175.00       1.314735E-02       3.151493E-03      -4.013789E-01      -3.375778E-01
  176.00   175.00       6.549494E-03       1.329203E-03      -4.102053E-01      -3.397203E-01
  177.00   175.00       1.347953E-03      -1.655271E-04      -4.171534E-01      -3.414948E-01
  178.00   175.00      -2.429675E-03      -1.284022E-03      -4.221900E-01      -3.428382E-01
  179.00   175.00      -4.764829E-03      -1.989919E-03      -4.252928E-01      -3.437037E-01
  180.00   175.00      -5.647129E-03      -2.259856E-03      -4.264488E-01      -3.440615E-01
    0.00   180.00      -7.188553E-01       1.944476E+00      -8.465028E-03       1.931875E-02
    1.00   180.00      -7.188872E-01       1.943780E+00      -8.604199E-03       1.940266E-02
    2.00   180.00      -7.188138E-01       1.941169E+00      -8.746038E-03       1.917950E-02
    3.00   180.00      -7.186231E-01       1.936649E+00      -8.889755E-03       1.865291E-02
    4.00   180.00      -7.182928E-01       1.930234E+00      -9.032208E-03       1.783082E-02
    5.00   180.00      -7.177900E-01       1.921946E+00      -9.167930E-03       1.672536E-02
    6.00   180.00      -7.170722E-01       1.911811E+00      -9.289187E-03       1.535272E-02
    7.00   180.00      -7.160871E-01       1.899863E+00      -9.386079E-03       1.373306E-02
    8.00   180.00      -7.147734E-01       1.886143E+00      -9.446661E-03       1.189040E-02
    9.00   180.00      -7.130613E-01       1.870698E+00      -9.457105E-03       9.852571E-03
   10.00   180.00      -7.108729E-01       1.853582E+00      -9.401881E-03       7.651126E-03
   11.00   180.00      -7.081228E-01       1.834858E+00      -9.263975E-03       5.321394E-03
   12.00   180.00      -7.047188E-01       1.814596E+00      -9.025161E-03       2.902518E-03
   13.00   180.00      -7.005621E-01       1.792874E+00      -8.666328E-03       4.375969E-04
   14.00   180.00      -6.955482E-01       1.769782E+00      -8.167906E-03      -2.026122E-03
   15.00   180.00      -6.895673E-01       1.745417E+00      -7.510411E-03      -4.436973E-03
   16.00   180.00      -6.825050E-01       1.719890E+00      -6.675159E-03      -6.738548E-03
   17.00   180.00      -6.742436E-01       1.693326E+00      -5.645186E-03      -8.869361E-03
   18.00   180.00      -6.646634E-01       1.665864E+00      -4.406423E-03      -1.076252E-02
   19.00   180.00      -6.536441E-01       1.637663E+00      -2.949167E-03      -1.234551E-02
   20.00   180.00      -6.410682E-01       1.608902E+00      -1.269878E-03      -1.354012E-02
   21.00   180.00      -6.268474E-01       1.579800E+00       6.227195E-04      -1.425995E-02
   22.00   180.00      -6.108211E-01       1.550545E+00       2.720646E-03      -1.442138E-02
   23.00   180.00      -5.929451E-01       1.521414E+00       4.991873E-03      -1.393049E-02
   24.00   180.00      -5.731486E-01       1.492689E+00       7.390515E-03      -1.269384E-02
   25.00   180.00      -5.513989E-01       1.464681E+00       9.852321E-03      -1.061959E-02
   26.00   180.00      -5.277034E-01       1.437728E+00       1.229149E-02      -7.621288E-03
   27.00   180.00      -5.021193E-01       1.412188E+00       1.459876E-02      -3.622899E-03
   28.00   180.00      -4.747631E-01       1.388434E+00       1.664048E-02       1.435165E-03
   29.00   180.00      -4.458200E-01       1.366843E+00       1.825908E-02       7.589028E-03
   30.00   180.00      -4.155519E-01       1.347782E+00       1.927528E-02       1.484368E-02
   31.00   180.00      -3.843014E-01       1.331589E+00       1.949260E-02       2.316505E-02
   32.00   180.00      -3.524933E-01       1.318557E+00       1.870431E-02       3.247242E-02
   33.00   180.00      -3.206212E-01       1.308921E+00       1.670174E-02       4.263378E-02
   34.00   180.00      -2.892661E-01       1.302794E+00       1.329132E-02       5.345532E-02
   35.00   180.00      -2.590441E-01       1.300201E+00       8.302832E-03       6.468665E-02
   36.00   180.00      -2.306001E-01       1.301030E+00       1.610107E-03       7.601961E-02
   37.00   180.00      -2.045733E-01       1.305021E+00      -6.852817E-03       8.709574E-02
   38.00   180.00      -1.815618E-01       1.311769E+00      -1.707500E-02       9.751847E-02
   39.00   180.00      -1.620835E-01       1.320723E+00      -2.895408E-02       1.068710E-01
   40.00   180.00      -1.465367E-01       1.331209E+00      -4.228584E-02       1.147394E-01
