Input feed cut file input-unit/ppe-omni-7.205Ghz-rhcp.cut, CF(dB)=-0.20, complex field for theta,phi degrees
    THETA    PHI        POL-1,real         POL-1,imag         POL-2,real         POL-2,imag
  136.00   110.00       4.343641E-01       2.523415E-01       1.434889E-01       2.643007E-01
  137.00   110.00       4.210067E-01       2.493734E-01       1.557374E-01       2.575258E-01
  138.00   110.00       4.061473E-01       2.435283E-01       1.699286E-01       2.524446E-01
  139.00   110.00       3.906004E-01       2.348449E-01       1.853275E-01       2.492864E-01
  140.00   110.00       3.751047E-01       2.235725E-01       2.011963E-01       2.480787E-01
  141.00   110.00       3.602825E-01       2.100754E-01       2.168543E-01       2.486657E-01
  142.00   110.00       3.466031E-01       1.948852E-01       2.317066E-01       2.507372E-01
  143.00   110.00       3.343774E-01       1.785762E-01       2.452831E-01       2.538664E-01
  144.00   110.00       3.237555E-01       1.617420E-01       2.572532E-01       2.575510E-01
  145.00   110.00       3.147383E-01       1.449542E-01       2.674322E-01       2.612546E-01
  146.00   110.00       3.071982E-01       1.287275E-01       2.757766E-01       2.644451E-01
  147.00   110.00       3.009058E-01       1.134951E-01       2.823696E-01       2.666280E-01
  148.00   110.00       2.955619E-01       9.960517E-02       2.874003E-01       2.673729E-01
  149.00   110.00       2.908204E-01       8.725501E-02       2.911443E-01       2.663338E-01
  150.00   110.00       2.863279E-01       7.659283E-02       2.939304E-01       2.632592E-01
  151.00   110.00       2.817409E-01       6.764775E-02       2.961187E-01       2.579973E-01
  152.00   110.00       2.767483E-01       6.036511E-02       2.980759E-01       2.504934E-01
  153.00   110.00       2.710869E-01       5.462197E-02       3.001536E-01       2.407836E-01
  154.00   110.00       2.645513E-01       5.024424E-02       3.026712E-01       2.289829E-01
  155.00   110.00       2.569985E-01       4.702399E-02       3.059029E-01       2.152726E-01
  156.00   110.00       2.483490E-01       4.473582E-02       3.100685E-01       1.998848E-01
  157.00   110.00       2.385834E-01       4.315145E-02       3.153285E-01       1.830883E-01
  158.00   110.00       2.277368E-01       4.205201E-02       3.217830E-01       1.651731E-01
  159.00   110.00       2.158933E-01       4.122890E-02       3.294870E-01       1.464331E-01
  160.00   110.00       2.031673E-01       4.052154E-02       3.383999E-01       1.271768E-01
  161.00   110.00       1.897121E-01       3.978183E-02       3.484723E-01       1.076824E-01
  162.00   110.00       1.756967E-01       3.889835E-02       3.595987E-01       8.821570E-02
  163.00   110.00       1.613025E-01       3.779229E-02       3.716389E-01       6.901806E-02
  164.00   110.00       1.467155E-01       3.641595E-02       3.844253E-01       5.030318E-02
  165.00   110.00       1.321201E-01       3.475007E-02       3.977704E-01       3.225546E-02
  166.00   110.00       1.176946E-01       3.280039E-02       4.114737E-01       1.502969E-02
  167.00   110.00       1.036065E-01       3.059369E-02       4.253280E-01      -1.247949E-03
  168.00   110.00       9.001101E-02       2.817361E-02       4.391249E-01      -1.647812E-02
  169.00   110.00       7.704828E-02       2.559655E-02       4.526593E-01      -3.058584E-02
  170.00   110.00       6.484330E-02       2.292771E-02       4.657339E-01      -4.351756E-02
  171.00   110.00       5.350553E-02       2.023748E-02       4.781619E-01      -5.523802E-02
  172.00   110.00       4.312935E-02       1.759817E-02       4.897695E-01      -6.572702E-02
  173.00   110.00       3.379495E-02       1.508125E-02       5.003981E-01      -7.497624E-02
  174.00   110.00       2.556932E-02       1.275490E-02       5.099054E-01      -8.298619E-02
  175.00   110.00       1.850755E-02       1.068203E-02       5.181665E-01      -8.976343E-02
  176.00   110.00       1.265402E-02       8.918721E-03       5.250745E-01      -9.531800E-02
  177.00   110.00       8.043608E-03       7.512887E-03       5.305407E-01      -9.966127E-02
  178.00   110.00       4.702787E-03       6.503334E-03       5.344952E-01      -1.028041E-01
  179.00   110.00       2.650495E-03       5.918998E-03       5.368867E-01      -1.047552E-01
  180.00   110.00       1.898754E-03       5.778559E-03       5.376824E-01      -1.055203E-01
    0.00   115.00      -7.188553E-01       1.944476E+00      -8.465028E-03       1.931875E-02
    1.00   115.00      -7.186187E-01       1.943742E+00      -8.717528E-03       1.948364E-02
    2.00   115.00      -7.182816E-01       1.941134E+00      -8.816730E-03       1.980384E-02
    3.00   115.00      -7.178328E-01       1.936661E+00      -8.766335E-03       2.027207E-02
    4.00   115.00      -7.172513E-01       1.930340E+00      -8.573257E-03       2.087925E-02
    5.00   115.00      -7.165056E-01       1.922194E+00      -8.247302E-03       2.161462E-02
    6.00   115.00      -7.155549E-01       1.912253E+00      -7.800882E-03       2.246585E-02
    7.00   115.00      -7.143492E-01       1.900550E+00      -7.248706E-03       2.341919E-02
    8.00   115.00      -7.128298E-01       1.887128E+00      -6.607457E-03       2.445965E-02
    9.00   115.00      -7.109299E-01       1.872034E+00      -5.895484E-03       2.557117E-02
   10.00   115.00      -7.085750E-01       1.855321E+00      -5.132525E-03       2.673687E-02
   11.00   115.00      -7.056836E-01       1.837051E+00      -4.339472E-03       2.793925E-02
   12.00   115.00      -7.021673E-01       1.817290E+00      -3.538213E-03       2.916046E-02
   13.00   115.00      -6.979318E-01       1.796114E+00      -2.751546E-03       3.038244E-02
   14.00   115.00      -6.928764E-01       1.773607E+00      -2.003192E-03       3.158710E-02
   15.00   115.00      -6.868955E-01       1.749861E+00      -1.317885E-03       3.275635E-02
   16.00   115.00      -6.798781E-01       1.724980E+00      -7.215304E-04       3.387200E-02
   17.00   115.00      -6.717094E-01       1.699079E+00      -2.414106E-04       3.491548E-02
   18.00   115.00      -6.622711E-01       1.672291E+00       9.363106E-05       3.586737E-02
   19.00   115.00      -6.514434E-01       1.644761E+00       2.530820E-04       3.670662E-02
   20.00   115.00      -6.391072E-01       1.616657E+00       2.048218E-04       3.740966E-02
   21.00   115.00      -6.251471E-01       1.588170E+00      -8.454721E-05       3.794911E-02
   22.00   115.00      -6.094461E-01       1.559514E+00      -6.493240E-04       3.829232E-02
   23.00   115.00      -5.919470E-01       1.530950E+00      -1.519482E-03       3.839852E-02
   24.00   115.00      -5.725248E-01       1.502717E+00      -2.732265E-03       3.822374E-02
   25.00   115.00      -5.511572E-01       1.475137E+00      -4.310423E-03       3.770978E-02
   26.00   115.00      -5.278362E-01       1.448540E+00      -6.272030E-03       3.679020E-02
   27.00   115.00      -5.026019E-01       1.423283E+00      -8.623423E-03       3.538865E-02
   28.00   115.00      -4.755527E-01       1.399740E+00      -1.135497E-02       3.341988E-02
   29.00   115.00      -4.468554E-01       1.378292E+00      -1.443661E-02       3.079217E-02
   30.00   115.00      -4.167540E-01       1.359317E+00      -1.781348E-02       2.741111E-02
   31.00   115.00      -3.855751E-01       1.343170E+00      -2.140213E-02       2.318524E-02
   32.00   115.00      -3.537307E-01       1.330159E+00      -2.508795E-02       1.803320E-02
   33.00   115.00      -3.217105E-01       1.320548E+00      -2.872490E-02       1.189156E-02
   34.00   115.00      -2.900864E-01       1.314472E+00      -3.213490E-02       4.727760E-03
   35.00   115.00      -2.594815E-01       1.311985E+00      -3.511510E-02      -3.453276E-03
   36.00   115.00      -2.305515E-01       1.313000E+00      -3.744448E-02      -1.259696E-02
   37.00   115.00      -2.039544E-01       1.317286E+00      -3.889577E-02      -2.259088E-02
   38.00   115.00      -1.803134E-01       1.324456E+00      -3.925063E-02      -3.325889E-02
   39.00   115.00      -1.601770E-01       1.333976E+00      -3.831778E-02      -4.435927E-02
   40.00   115.00      -1.439781E-01       1.345175E+00      -3.595305E-02      -5.558810E-02
   41.00   115.00      -1.319992E-01       1.357295E+00      -3.207929E-02      -6.658993E-02
   42.00   115.00      -1.243298E-01       1.369474E+00      -2.670684E-02      -7.697138E-02
   43.00   115.00      -1.208681E-01       1.380859E+00      -1.994565E-02      -8.632840E-02
   44.00   115.00      -1.212978E-01       1.390632E+00      -1.201535E-02      -9.427305E-02
   45.00   115.00      -1.251081E-01       1.398074E+00      -3.244184E-03      -1.004674E-01
   46.00   115.00      -1.316247E-01       1.402617E+00       5.942173E-03      -1.046579E-01
   47.00   115.00      -1.400587E-01       1.403894E+00       1.504339E-02      -1.067080E-01
   48.00   115.00      -1.495778E-01       1.401781E+00       2.351888E-02      -1.066245E-01
   49.00   115.00      -1.593543E-01       1.396353E+00       3.083035E-02      -1.045713E-01
   50.00   115.00      -1.686707E-01       1.387917E+00       3.649585E-02      -1.008747E-01
   51.00   115.00      -1.769764E-01       1.376974E+00       4.013314E-02      -9.600123E-02
   52.00   115.00      -1.839152E-01       1.364109E+00       4.151744E-02      -9.053181E-02
   53.00   115.00      -1.893717E-01       1.349944E+00       4.061095E-02      -8.510673E-02
   54.00   115.00      -1.934715E-01       1.335057E+00       3.758464E-02      -8.036485E-02
   55.00   115.00      -1.965234E-01       1.319858E+00       3.281070E-02      -7.686813E-02
   56.00   115.00      -1.989277E-01       1.304566E+00       2.684377E-02      -7.504198E-02
   57.00   115.00      -2.011692E-01       1.289160E+00       2.035885E-02      -7.510625E-02
   58.00   115.00      -2.036425E-01       1.273370E+00       1.408142E-02      -7.704143E-02
   59.00   115.00      -2.065731E-01       1.256729E+00       8.699333E-03      -8.057573E-02
   60.00   115.00      -2.099579E-01       1.238654E+00       4.774706E-03      -8.520638E-02
   61.00   115.00      -2.134525E-01       1.218523E+00       2.653784E-03      -9.025231E-02
   62.00   115.00      -2.164577E-01       1.195838E+00       2.421069E-03      -9.493885E-02
   63.00   115.00      -2.181077E-01       1.170331E+00       3.863631E-03      -9.850165E-02
   64.00   115.00      -2.173822E-01       1.142067E+00       6.488194E-03      -1.002978E-01
   65.00   115.00      -2.132390E-01       1.111505E+00       9.577613E-03      -9.990861E-02
   66.00   115.00      -2.048058E-01       1.079521E+00       1.228673E-02      -9.721525E-02
   67.00   115.00      -1.914225E-01       1.047301E+00       1.375780E-02      -9.244303E-02
   68.00   115.00      -1.729092E-01       1.016287E+00       1.326127E-02      -8.614326E-02
   69.00   115.00      -1.495611E-01       9.879881E-01       1.031249E-02      -7.913757E-02
   70.00   115.00      -1.221840E-01       9.638027E-01       4.767958E-03      -7.240966E-02
   71.00   115.00      -9.207341E-02       9.448386E-01      -3.126237E-03      -6.696591E-02
   72.00   115.00      -6.078275E-02       9.317398E-01      -1.274209E-02      -6.368591E-02
   73.00   115.00      -3.008447E-02       9.246009E-01      -2.313483E-02      -6.317418E-02
   74.00   115.00      -1.679539E-03       9.229414E-01      -3.316456E-02      -6.565638E-02
   75.00   115.00       2.298496E-02       9.257527E-01      -4.165053E-02      -7.091997E-02
   76.00   115.00       4.285285E-02       9.316253E-01      -4.754009E-02      -7.832048E-02
   77.00   115.00       5.747356E-02       9.389270E-01      -5.006811E-02      -8.685396E-02
   78.00   115.00       6.690652E-02       9.459985E-01      -4.887586E-02      -9.528021E-02
   79.00   115.00       7.175558E-02       9.513771E-01      -4.407692E-02      -1.022946E-01
   80.00   115.00       7.303089E-02       9.539551E-01      -3.625298E-02      -1.067061E-01
   81.00   115.00       7.194343E-02       9.530880E-01      -2.638208E-02      -1.076037E-01
   82.00   115.00       6.981827E-02       9.486248E-01      -1.570731E-02      -1.044861E-01
   83.00   115.00       6.777751E-02       9.408482E-01      -5.569852E-03      -9.732527E-02
   84.00   115.00       6.667630E-02       9.303831E-01       2.772901E-03      -8.657038E-02
   85.00   115.00       6.700019E-02       9.180327E-01       8.313099E-03      -7.307787E-02
   86.00   115.00       6.881111E-02       9.046113E-01       1.041799E-02      -5.798913E-02
   87.00   115.00       7.192912E-02       8.907915E-01       8.899802E-03      -4.256614E-02
   88.00   115.00       7.588524E-02       8.769846E-01       4.017277E-03      -2.802466E-02
   89.00   115.00       8.015488E-02       8.633071E-01      -3.585014E-03      -1.537871E-02
   90.00   115.00       8.425249E-02       8.495771E-01      -1.298663E-02      -5.322043E-03
   91.00   115.00       8.793323E-02       8.354259E-01      -2.313867E-02       1.828868E-03
   92.00   115.00       9.115150E-02       8.203281E-01      -3.300722E-02       6.150684E-03
   93.00   115.00       9.416220E-02       8.038001E-01      -4.171497E-02       8.052405E-03
   94.00   115.00       9.746136E-02       7.854976E-01      -4.864069E-02       8.183116E-03
   95.00   115.00       1.016807E-01       7.653038E-01      -5.347693E-02       7.313413E-03
   96.00   115.00       1.075621E-01       7.434111E-01      -5.622886E-02       6.197099E-03
   97.00   115.00       1.157195E-01       7.202638E-01      -5.717679E-02       5.471471E-03
   98.00   115.00       1.266122E-01       6.965665E-01      -5.679510E-02       5.561906E-03
   99.00   115.00       1.404403E-01       6.731844E-01      -5.565042E-02       6.637417E-03
  100.00   115.00       1.570748E-01       6.510393E-01      -5.430069E-02       8.604154E-03
  101.00   115.00       1.761459E-01       6.310145E-01      -5.318072E-02       1.114113E-02
  102.00   115.00       1.969462E-01       6.138215E-01      -5.254545E-02       1.376501E-02
  103.00   115.00       2.185879E-01       5.999523E-01      -5.241696E-02       1.591480E-02
  104.00   115.00       2.400596E-01       5.896163E-01      -5.257476E-02       1.704519E-02
  105.00   115.00       2.602902E-01       5.827186E-01      -5.258206E-02       1.671144E-02
  106.00   115.00       2.783444E-01       5.788752E-01      -5.182575E-02       1.465206E-02
  107.00   115.00       2.933519E-01       5.774232E-01      -4.959802E-02       1.083046E-02
  108.00   115.00       3.046822E-01       5.774948E-01      -4.517579E-02       5.464249E-03
  109.00   115.00       3.119629E-01       5.780758E-01      -3.790641E-02      -9.792748E-04
  110.00   115.00       3.150819E-01       5.780766E-01      -2.729391E-02      -7.815694E-03
  111.00   115.00       3.143033E-01       5.764260E-01      -1.304800E-02      -1.419419E-02
  112.00   115.00       3.100992E-01       5.721249E-01       4.850688E-03      -1.917150E-02
  113.00   115.00       3.032355E-01       5.643425E-01       2.613581E-02      -2.179526E-02
  114.00   115.00       2.946894E-01       5.524779E-01       5.025767E-02      -2.119061E-02
  115.00   115.00       2.855609E-01       5.362112E-01       7.640519E-02      -1.665024E-02
  116.00   115.00       2.770889E-01       5.155473E-01       1.035815E-01      -7.687103E-03
  117.00   115.00       2.704048E-01       4.908184E-01       1.306485E-01       5.890739E-03
  118.00   115.00       2.665599E-01       4.626766E-01       1.564288E-01       2.396080E-02
  119.00   115.00       2.663999E-01       4.320540E-01       1.797947E-01       4.608065E-02
  120.00   115.00       2.704913E-01       4.000977E-01       1.997583E-01       7.151193E-02
  121.00   115.00       2.790561E-01       3.680835E-01       2.155527E-01       9.925805E-02
  122.00   115.00       2.919995E-01       3.373131E-01       2.266915E-01       1.281750E-01
  123.00   115.00       3.088224E-01       3.090190E-01       2.330084E-01       1.570066E-01
  124.00   115.00       3.287303E-01       2.842560E-01       2.346684E-01       1.845091E-01
  125.00   115.00       3.506741E-01       2.638216E-01       2.321506E-01       2.095370E-01
  126.00   115.00       3.734424E-01       2.481939E-01       2.262104E-01       2.311260E-01
  127.00   115.00       3.957340E-01       2.375145E-01       2.177959E-01       2.485560E-01
  128.00   115.00       4.163187E-01       2.315500E-01       2.079930E-01       2.614008E-01
  129.00   115.00       4.340633E-01       2.297727E-01       1.979259E-01       2.695379E-01
  130.00   115.00       4.480594E-01       2.313826E-01       1.886709E-01       2.731452E-01
  131.00   115.00       4.576878E-01       2.353801E-01       1.811868E-01       2.726722E-01
  132.00   115.00       4.625765E-01       2.407051E-01       1.762223E-01       2.687692E-01
  133.00   115.00       4.627132E-01       2.462605E-01       1.743129E-01       2.622483E-01
  134.00   115.00       4.583701E-01       2.510000E-01       1.757414E-01       2.539945E-01
  135.00   115.00       4.500436E-01       2.540645E-01       1.805277E-01       2.448956E-01
  136.00   115.00       4.384265E-01       2.547737E-01       1.884594E-01       2.357761E-01
  137.00   115.00       4.243310E-01       2.526773E-01       1.991254E-01       2.273411E-01
  138.00   115.00       4.086186E-01       2.475654E-01       2.119634E-01       2.201352E-01
  139.00   115.00       3.921341E-01       2.394594E-01       2.263150E-01       2.145175E-01
  140.00   115.00       3.756498E-01       2.285971E-01       2.414789E-01       2.106537E-01
  141.00   115.00       3.598192E-01       2.153421E-01       2.567733E-01       2.085231E-01
  142.00   115.00       3.451454E-01       2.002288E-01       2.715687E-01       2.079388E-01
  143.00   115.00       3.319689E-01       1.838423E-01       2.853329E-01       2.085782E-01
  144.00   115.00       3.204652E-01       1.667919E-01       2.976543E-01       2.100187E-01
  145.00   115.00       3.106560E-01       1.496689E-01       3.082556E-01       2.117769E-01
  146.00   115.00       3.024291E-01       1.330105E-01       3.169964E-01       2.133468E-01
  147.00   115.00       2.955651E-01       1.172735E-01       3.238669E-01       2.142349E-01
  148.00   115.00       2.897711E-01       1.028285E-01       3.289714E-01       2.139897E-01
  149.00   115.00       2.846975E-01       8.989820E-02       3.325148E-01       2.122258E-01
  150.00   115.00       2.799897E-01       7.864999E-02       3.347706E-01       2.086396E-01
  151.00   115.00       2.752967E-01       6.913152E-02       3.360617E-01       2.030185E-01
  152.00   115.00       2.702976E-01       6.130378E-02       3.367353E-01       1.952437E-01
  153.00   115.00       2.647176E-01       5.505643E-02       3.371407E-01       1.852875E-01
  154.00   115.00       2.583385E-01       5.022492E-02       3.376103E-01       1.732052E-01
  155.00   115.00       2.510043E-01       4.660789E-02       3.384444E-01       1.591253E-01
  156.00   115.00       2.426225E-01       4.398383E-02       3.398994E-01       1.432361E-01
  157.00   115.00       2.331611E-01       4.212592E-02       3.421803E-01       1.257720E-01
  158.00   115.00       2.226463E-01       4.080106E-02       3.454462E-01       1.069931E-01
  159.00   115.00       2.111486E-01       3.983819E-02       3.497763E-01       8.719891E-02
  160.00   115.00       1.987716E-01       3.903395E-02       3.552117E-01       6.667818E-02
  161.00   115.00       1.856632E-01       3.824818E-02       3.617445E-01       4.572045E-02
  162.00   115.00       1.719859E-01       3.736402E-02       3.693182E-01       2.460552E-02
  163.00   115.00       1.579160E-01       3.629678E-02       3.778378E-01       3.595584E-03
  164.00   115.00       1.436353E-01       3.499262E-02       3.871762E-01      -1.706955E-02
  165.00   115.00       1.293256E-01       3.342615E-02       3.971815E-01      -3.717537E-02
  166.00   115.00       1.151630E-01       3.159707E-02       4.076835E-01      -5.653418E-02
  167.00   115.00       1.013144E-01       2.952641E-02       4.185006E-01      -7.498534E-02
  168.00   115.00       8.793434E-02       2.725237E-02       4.294448E-01      -9.239444E-02
  169.00   115.00       7.516338E-02       2.482635E-02       4.403276E-01      -1.086517E-01
  170.00   115.00       6.312720E-02       2.230896E-02       4.509636E-01      -1.236699E-01
  171.00   115.00       5.193628E-02       1.976650E-02       4.611752E-01      -1.373817E-01
  172.00   115.00       4.168626E-02       1.726767E-02       4.707944E-01      -1.497368E-01
  173.00   115.00       3.245863E-02       1.488075E-02       4.796665E-01      -1.606997E-01
  174.00   115.00       2.432178E-02       1.267123E-02       4.876509E-01      -1.702460E-01
  175.00   115.00       1.733207E-02       1.069976E-02       4.946235E-01      -1.783607E-01
  176.00   115.00       1.153505E-02       9.020553E-03       5.004769E-01      -1.850353E-01
  177.00   115.00       6.966586E-03       7.680086E-03       5.051218E-01      -1.902657E-01
  178.00   115.00       3.653909E-03       6.716084E-03       5.084874E-01      -1.940507E-01
  179.00   115.00       1.616460E-03       6.156779E-03       5.105214E-01      -1.963903E-01
  180.00   115.00       8.664719E-04       6.020485E-03       5.111904E-01      -1.972848E-01
    0.00   120.00      -7.188553E-01       1.944476E+00      -8.465028E-03       1.931875E-02
    1.00   120.00      -7.186337E-01       1.943757E+00      -8.708186E-03       1.948220E-02
    2.00   120.00      -7.183088E-01       1.941161E+00      -8.782283E-03       1.976020E-02
    3.00   120.00      -7.178700E-01       1.936698E+00      -8.691329E-03       2.014636E-02
    4.00   120.00      -7.172960E-01       1.930384E+00      -8.442526E-03       2.063314E-02
    5.00   120.00      -7.165558E-01       1.922241E+00      -8.045942E-03       2.121189E-02
    6.00   120.00      -7.156085E-01       1.912300E+00      -7.514226E-03       2.187305E-02
    7.00   120.00      -7.144043E-01       1.900593E+00      -6.862297E-03       2.260623E-02
    8.00   120.00      -7.128844E-01       1.887163E+00      -6.107031E-03       2.340034E-02
    9.00   120.00      -7.109820E-01       1.872057E+00      -5.266951E-03       2.424381E-02
   10.00   120.00      -7.086224E-01       1.855328E+00      -4.361960E-03       2.512480E-02
   11.00   120.00      -7.057239E-01       1.837037E+00      -3.413132E-03       2.603140E-02
   12.00   120.00      -7.021979E-01       1.817253E+00      -2.442568E-03       2.695188E-02
   13.00   120.00      -6.979497E-01       1.796049E+00      -1.473363E-03       2.787489E-02
   14.00   120.00      -6.928784E-01       1.773510E+00      -5.296689E-04       2.878963E-02
   15.00   120.00      -6.868777E-01       1.749729E+00       3.631294E-04       2.968588E-02
   16.00   120.00      -6.798365E-01       1.724811E+00       1.178142E-03       3.055392E-02
   17.00   120.00      -6.716395E-01       1.698872E+00       1.886626E-03       3.138429E-02
   18.00   120.00      -6.621681E-01       1.672044E+00       2.457623E-03       3.216724E-02
   19.00   120.00      -6.513026E-01       1.644476E+00       2.857622E-03       3.289200E-02
   20.00   120.00      -6.389238E-01       1.616335E+00       3.050373E-03       3.354569E-02
   21.00   120.00      -6.249167E-01       1.587814E+00       2.996925E-03       3.411195E-02
   22.00   120.00      -6.091652E-01       1.559127E+00       2.655465E-03       3.456938E-02
   23.00   120.00      -5.915906E-01       1.530522E+00       1.983992E-03       3.488971E-02
   24.00   120.00      -5.721350E-01       1.502288E+00       9.426034E-04       3.503399E-02
   25.00   120.00      -5.507115E-01       1.474697E+00      -5.149330E-04       3.495782E-02
   26.00   120.00      -5.273366E-01       1.448097E+00      -2.420470E-03       3.460012E-02
   27.00   120.00      -5.020521E-01       1.422844E+00      -4.799942E-03       3.388867E-02
   28.00   120.00      -4.749587E-01       1.399312E+00      -7.665796E-03       3.273875E-02
   29.00   120.00      -4.462252E-01       1.377882E+00      -1.101208E-02       3.105453E-02
   30.00   120.00      -4.160970E-01       1.358929E+00      -1.480934E-02       2.873198E-02
   31.00   120.00      -3.849024E-01       1.342805E+00      -1.899985E-02       2.566354E-02
   32.00   120.00      -3.530536E-01       1.329817E+00      -2.349355E-02       2.174473E-02
   33.00   120.00      -3.210417E-01       1.320224E+00      -2.816658E-02       1.688166E-02
   34.00   120.00      -2.894354E-01       1.314160E+00      -3.285739E-02       1.100349E-02
   35.00   120.00      -2.588568E-01       1.311674E+00      -3.737361E-02       4.070075E-03
   36.00   120.00      -2.299588E-01       1.312679E+00      -4.149539E-02      -3.914870E-03
   37.00   120.00      -2.033956E-01       1.316940E+00      -4.498557E-02      -1.289380E-02
   38.00   120.00      -1.797868E-01       1.324071E+00      -4.760310E-02      -2.274690E-02
   39.00   120.00      -1.596770E-01       1.333539E+00      -4.912002E-02      -3.328709E-02
   40.00   120.00      -1.434955E-01       1.344677E+00      -4.934122E-02      -4.425964E-02
   41.00   120.00      -1.315239E-01       1.356729E+00      -4.812520E-02      -5.534877E-02
   42.00   120.00      -1.238486E-01       1.368836E+00      -4.540566E-02      -6.618707E-02
   43.00   120.00      -1.203689E-01       1.380152E+00      -4.120791E-02      -7.637942E-02
   44.00   120.00      -1.207964E-01       1.389871E+00      -3.566254E-02      -8.552474E-02
   45.00   120.00      -1.245731E-01       1.397259E+00      -2.901031E-02      -9.325423E-02
   46.00   120.00      -1.310558E-01       1.401759E+00      -2.159693E-02      -9.925656E-02
   47.00   120.00      -1.394616E-01       1.403005E+00      -1.385702E-02      -1.033180E-01
   48.00   120.00      -1.489657E-01       1.400871E+00      -6.286107E-03      -1.053514E-01
   49.00   120.00      -1.587436E-01       1.395424E+00       5.974853E-04      -1.054150E-01
   50.00   120.00      -1.680861E-01       1.386974E+00       6.300808E-03      -1.037252E-01
   51.00   120.00      -1.764329E-01       1.375997E+00       1.040549E-02      -1.006467E-01
   52.00   120.00      -1.834311E-01       1.363077E+00       1.261732E-02      -9.666920E-02
   53.00   120.00      -1.889542E-01       1.348820E+00       1.280876E-02      -9.236656E-02
   54.00   120.00      -1.931290E-01       1.333813E+00       1.104083E-02      -8.833857E-02
   55.00   120.00      -1.962235E-01       1.318455E+00       7.575626E-03      -8.514430E-02
   56.00   120.00      -1.986673E-01       1.302968E+00       2.859117E-03      -8.323787E-02
   57.00   120.00      -2.009095E-01       1.287337E+00      -2.523700E-03      -8.290194E-02
   58.00   120.00      -2.033323E-01       1.271305E+00      -7.911341E-03      -8.420271E-02
   59.00   120.00      -2.061535E-01       1.254421E+00      -1.264639E-02      -8.696763E-02
   60.00   120.00      -2.093681E-01       1.236125E+00      -1.616093E-02      -9.079446E-02
   61.00   120.00      -2.126358E-01       1.215815E+00      -1.806807E-02      -9.508869E-02
   62.00   120.00      -2.153701E-01       1.193013E+00      -1.821527E-02      -9.913927E-02
   63.00   120.00      -2.167252E-01       1.167469E+00      -1.673096E-02      -1.022111E-01
   64.00   120.00      -2.157070E-01       1.139258E+00      -1.402182E-02      -1.036529E-01
   65.00   120.00      -2.113035E-01       1.108841E+00      -1.073155E-02      -1.030011E-01
   66.00   120.00      -2.026735E-01       1.077087E+00      -7.658782E-03      -1.000644E-01
   67.00   120.00      -1.891847E-01       1.045158E+00      -5.652580E-03      -9.497763E-02
   68.00   120.00      -1.706780E-01       1.014467E+00      -5.475510E-03      -8.820395E-02
   69.00   120.00      -1.474590E-01       9.864866E-01      -7.685543E-03      -8.049442E-02
   70.00   120.00      -1.203307E-01       9.625746E-01      -1.253041E-02      -7.279633E-02
   71.00   120.00      -9.057142E-02       9.438024E-01      -1.988339E-02      -6.612586E-02
   72.00   120.00      -5.970437E-02       9.307782E-01      -2.923360E-02      -6.142207E-02
   73.00   120.00      -2.946049E-02       9.235779E-01      -3.972767E-02      -5.939835E-02
   74.00   120.00      -1.493415E-03       9.217158E-01      -5.027470E-02      -6.042540E-02
   75.00   120.00       2.279708E-02       9.241957E-01      -5.968660E-02      -6.445461E-02
   76.00   120.00       4.239588E-02       9.296390E-01      -6.684112E-02      -7.100193E-02
   77.00   120.00       5.687985E-02       9.364529E-01      -7.084575E-02      -7.919558E-02
   78.00   120.00       6.631919E-02       9.430302E-01      -7.116660E-02      -8.787941E-02
   79.00   120.00       7.130855E-02       9.479595E-01      -6.771649E-02      -9.576762E-02
   80.00   120.00       7.282993E-02       9.501769E-01      -6.087506E-02      -1.016162E-01
   81.00   120.00       7.205193E-02       9.490696E-01      -5.144302E-02      -1.043923E-01
   82.00   120.00       7.024721E-02       9.444939E-01      -4.053648E-02      -1.034142E-01
   83.00   120.00       6.848702E-02       9.367228E-01      -2.943543E-02      -9.843834E-02
   84.00   120.00       6.758436E-02       9.263497E-01      -1.941329E-02      -8.968670E-02
   85.00   120.00       6.799959E-02       9.141310E-01      -1.156993E-02      -7.780551E-02
   86.00   120.00       6.979211E-02       9.008293E-01      -6.695087E-03      -6.376788E-02
   87.00   120.00       7.280166E-02       8.870638E-01      -5.181762E-03      -4.872958E-02
   88.00   120.00       7.660134E-02       8.732094E-01      -6.997229E-03      -3.387417E-02
   89.00   120.00       8.072240E-02       8.593654E-01      -1.171893E-02      -2.025935E-02
   90.00   120.00       8.474053E-02       8.453601E-01      -1.861807E-02      -8.691651E-03
   91.00   120.00       8.846379E-02       8.308572E-01      -2.678802E-02       3.474348E-04
   92.00   120.00       9.188417E-02       8.153907E-01      -3.527052E-02       6.736550E-03
   93.00   120.00       9.526771E-02       7.985483E-01      -4.319484E-02       1.068004E-02
   94.00   120.00       9.909151E-02       7.800599E-01      -4.987996E-02       1.263924E-02
   95.00   120.00       1.039394E-01       7.598746E-01      -5.490292E-02       1.323460E-02
   96.00   120.00       1.104789E-01       7.382264E-01      -5.811815E-02       1.312396E-02
   97.00   120.00       1.192363E-01       7.155756E-01      -5.963781E-02       1.290909E-02
   98.00   120.00       1.305798E-01       6.926071E-01      -5.977569E-02       1.304148E-02
   99.00   120.00       1.446285E-01       6.701339E-01      -5.896562E-02       1.376978E-02
  100.00   120.00       1.611945E-01       6.489985E-01      -5.767621E-02       1.511976E-02
