Theta,Phi,Gain
154,8,-8.39
155,8,-7.71
156,8,-7.12
157,8,-6.51
158,8,-5.80
159,8,-5.00
160,8,-4.15
161,8,-3.30
162,8,-2.47
163,8,-1.74
164,8,-1.14
165,8,-0.68
166,8,-0.30
167,8,0.03
168,8,0.37
169,8,0.74
170,8,1.14
171,8,1.55
172,8,1.92
173,8,2.19
174,8,2.34
175,8,2.36
176,8,2.28
177,8,2.12
178,8,1.95
179,8,1.83
180,8,1.80
0,9,16.81
1,9,16.65
2,9,16.09
3,9,15.21
4,9,14.09
5,9,12.92
6,9,11.94
7,9,11.34
8,9,11.06
9,9,10.83
10,9,10.40
11,9,9.66
12,9,8.54
13,9,7.11
14,9,5.58
15,9,4.29
16,9,3.56
17,9,3.26
18,9,3.01
19,9,2.51
20,9,1.60
21,9,0.27
22,9,-1.36
23,9,-2.96
24,9,-3.85
25,9,-3.65
26,9,-2.66
27,9,-1.47
28,9,-0.40
29,9,0.43
30,9,0.97
31,9,1.21
32,9,1.08
33,9,0.60
34,9,-0.24
35,9,-1.37
36,9,-2.65
37,9,-3.79
38,9,-4.39
39,9,-4.35
40,9,-3.96
41,9,-3.53
42,9,-3.25
43,9,-3.17
44,9,-3.25
45,9,-3.46
46,9,-3.73
47,9,-4.01
48,9,-4.25
49,9,-4.41
50,9,-4.54
51,9,-4.64
52,9,-4.73
53,9,-4.85
54,9,-5.03
55,9,-5.30
56,9,-5.65
57,9,-6.09
58,9,-6.55
59,9,-6.93
60,9,-7.07
61,9,-6.79
62,9,-6.05
63,9,-5.04
64,9,-3.93
65,9,-2.90
66,9,-2.01
67,9,-1.30
68,9,-0.78
69,9,-0.43
70,9,-0.22
71,9,-0.16
72,9,-0.23
73,9,-0.42
74,9,-0.69
75,9,-1.00
76,9,-1.30
77,9,-1.53
78,9,-1.65
79,9,-1.63
80,9,-1.49
81,9,-1.25
82,9,-0.96
83,9,-0.65
84,9,-0.35
85,9,-0.09
86,9,0.11
87,9,0.25
88,9,0.35
89,9,0.40
90,9,0.41
91,9,0.39
92,9,0.34
93,9,0.24
94,9,0.11
95,9,-0.07
96,9,-0.28
97,9,-0.56
98,9,-0.89
99,9,-1.28
100,9,-1.75
101,9,-2.30
102,9,-2.91
103,9,-3.60
104,9,-4.34
105,9,-5.11
106,9,-5.83
107,9,-6.45
108,9,-6.94
109,9,-7.27
110,9,-7.46
111,9,-7.61
112,9,-7.77
113,9,-8.03
114,9,-8.45
115,9,-9.10
116,9,-10.03
117,9,-11.24
118,9,-12.79
119,9,-14.63
120,9,-16.30
121,9,-16.85
122,9,-16.01
123,9,-14.62
124,9,-13.40
125,9,-12.58
126,9,-12.24
127,9,-12.35
128,9,-12.92
129,9,-14.01
130,9,-15.79
131,9,-18.31
132,9,-20.76
133,9,-20.96
134,9,-19.09
135,9,-17.08
136,9,-15.67
137,9,-15.00
138,9,-15.06
139,9,-15.69
140,9,-16.73
141,9,-18.11
142,9,-19.64
143,9,-20.65
144,9,-20.19
145,9,-18.79
146,9,-17.57
147,9,-16.96
148,9,-16.55
149,9,-15.49
150,9,-13.68
151,9,-11.84
152,9,-10.37
153,9,-9.26
154,9,-8.39
155,9,-7.71
156,9,-7.12
157,9,-6.51
158,9,-5.80
159,9,-5.00
160,9,-4.15
161,9,-3.30
162,9,-2.47
163,9,-1.74
164,9,-1.14
165,9,-0.68
166,9,-0.30
167,9,0.03
168,9,0.37
169,9,0.74
170,9,1.14
171,9,1.55
172,9,1.92
173,9,2.19
174,9,2.34
175,9,2.36
176,9,2.28
177,9,2.12
178,9,1.95
179,9,1.83
180,9,1.80
0,10,16.81
1,10,16.65
2,10,16.09
3,10,15.21
4,10,14.09
5,10,12.92
6,10,11.94
7,10,11.34
8,10,11.06
9,10,10.83
10,10,10.40
11,10,9.66
12,10,8.54
13,10,7.11
14,10,5.58
15,10,4.29
16,10,3.56
17,10,3.26
18,10,3.01
19,10,2.51
20,10,1.60
21,10,0.27
22,10,-1.36
23,10,-2.96
24,10,-3.85
25,10,-3.65
26,10,-2.66
27,10,-1.47
28,10,-0.40
29,10,0.43
30,10,0.97
31,10,1.21
32,10,1.08
33,10,0.60
34,10,-0.24
35,10,-1.37
36,10,-2.65
37,10,-3.79
38,10,-4.39
39,10,-4.35
40,10,-3.96
41,10,-3.53
42,10,-3.25
43,10,-3.17
44,10,-3.25
45,10,-3.46
46,10,-3.73
47,10,-4.01
48,10,-4.25
49,10,-4.41
50,10,-4.54
51,10,-4.64
52,10,-4.73
53,10,-4.85
54,10,-5.03
55,10,-5.30
56,10,-5.65
57,10,-6.09
58,10,-6.55
59,10,-6.93
60,10,-7.07
61,10,-6.79
62,10,-6.05
63,10,-5.04
64,10,-3.93
65,10,-2.90
66,10,-2.01
67,10,-1.30
68,10,-0.78
69,10,-0.43
70,10,-0.22
71,10,-0.16
72,10,-0.23
73,10,-0.42
74,10,-0.69
75,10,-1.00
76,10,-1.30
77,10,-1.53
78,10,-1.65
79,10,-1.63
80,10,-1.49
81,10,-1.25
82,10,-0.96
83,10,-0.65
84,10,-0.35
85,10,-0.09
86,10,0.11
87,10,0.25
88,10,0.35
89,10,0.40
90,10,0.41
91,10,0.39
92,10,0.34
93,10,0.24
94,10,0.11
95,10,-0.07
96,10,-0.28
97,10,-0.56
98,10,-0.89
99,10,-1.28
100,10,-1.75
101,10,-2.30
102,10,-2.91
103,10,-3.60
104,10,-4.34
105,10,-5.11
106,10,-5.83
107,10,-6.45
108,10,-6.94
109,10,-7.27
110,10,-7.46
111,10,-7.61
112,10,-7.77
113,10,-8.03
114,10,-8.45
115,10,-9.10
116,10,-10.03
117,10,-11.24
118,10,-12.79
119,10,-14.63
120,10,-16.30
121,10,-16.85
122,10,-16.01
123,10,-14.62
124,10,-13.40
125,10,-12.58
126,10,-12.24
127,10,-12.35
128,10,-12.92
129,10,-14.01
130,10,-15.79
131,10,-18.31
132,10,-20.76
133,10,-20.96
134,10,-19.09
135,10,-17.08
136,10,-15.67
137,10,-15.00
138,10,-15.06
139,10,-15.69
140,10,-16.73
141,10,-18.11
142,10,-19.64
143,10,-20.65
144,10,-20.19
145,10,-18.79
146,10,-17.57
147,10,-16.96
148,10,-16.55
149,10,-15.49
150,10,-13.68
151,10,-11.84
152,10,-10.37
153,10,-9.26
154,10,-8.39
155,10,-7.71
156,10,-7.12
157,10,-6.51
158,10,-5.80
159,10,-5.00
160,10,-4.15
161,10,-3.30
162,10,-2.47
163,10,-1.74
164,10,-1.14
165,10,-0.68
166,10,-0.30
167,10,0.03
168,10,0.37
169,10,0.74
170,10,1.14
171,10,1.55
172,10,1.92
173,10,2.19
174,10,2.34
175,10,2.36
176,10,2.28
177,10,2.12
178,10,1.95
179,10,1.83
180,10,1.80
0,11,16.81
1,11,16.65
2,11,16.09
3,11,15.21
4,11,14.09
5,11,12.92
6,11,11.94
7,11,11.34
8,11,11.06
9,11,10.83
10,11,10.40
11,11,9.66
12,11,8.54
13,11,7.11
14,11,5.58
15,11,4.29
16,11,3.56
17,11,3.26
18,11,3.01
19,11,2.51
20,11,1.60
21,11,0.27
22,11,-1.36
23,11,-2.96
24,11,-3.85
25,11,-3.65
26,11,-2.66
27,11,-1.47
28,11,-0.40
29,11,0.43
30,11,0.97
31,11,1.21
32,11,1.08
33,11,0.60
34,11,-0.24
35,11,-1.37
36,11,-2.65
37,11,-3.79
38,11,-4.39
39,11,-4.35
40,11,-3.96
41,11,-3.53
42,11,-3.25
43,11,-3.17
44,11,-3.25
45,11,-3.46
46,11,-3.73
47,11,-4.01
48,11,-4.25
49,11,-4.41
50,11,-4.54
51,11,-4.64
52,11,-4.73
53,11,-4.85
54,11,-5.03
55,11,-5.30
56,11,-5.65
57,11,-6.09
58,11,-6.55
59,11,-6.93
60,11,-7.07
61,11,-6.79
62,11,-6.05
63,11,-5.04
64,11,-3.93
65,11,-2.90
66,11,-2.01
67,11,-1.30
68,11,-0.78
69,11,-0.43
70,11,-0.22
71,11,-0.16
72,11,-0.23
73,11,-0.42
74,11,-0.69
75,11,-1.00
76,11,-1.30
77,11,-1.53
78,11,-1.65
79,11,-1.63
80,11,-1.49
81,11,-1.25
82,11,-0.96
83,11,-0.65
84,11,-0.35
85,11,-0.09
86,11,0.11
87,11,0.25
88,11,0.35
89,11,0.40
90,11,0.41
91,11,0.39
92,11,0.34
93,11,0.24
94,11,0.11
95,11,-0.07
96,11,-0.28
97,11,-0.56
98,11,-0.89
99,11,-1.28
100,11,-1.75
101,11,-2.30
102,11,-2.91
103,11,-3.60
104,11,-4.34
105,11,-5.11
106,11,-5.83
107,11,-6.45
108,11,-6.94
109,11,-7.27
110,11,-7.46
111,11,-7.61
112,11,-7.77
113,11,-8.03
114,11,-8.45
115,11,-9.10
116,11,-10.03
117,11,-11.24
118,11,-12.79
119,11,-14.63
120,11,-16.30
121,11,-16.85
122,11,-16.01
123,11,-14.62
124,11,-13.40
125,11,-12.58
126,11,-12.24
127,11,-12.35
128,11,-12.92
129,11,-14.01
130,11,-15.79
131,11,-18.31
132,11,-20.76
133,11,-20.96
134,11,-19.09
135,11,-17.08
136,11,-15.67
137,11,-15.00
138,11,-15.06
139,11,-15.69
140,11,-16.73
141,11,-18.11
142,11,-19.64
143,11,-20.65
144,11,-20.19
145,11,-18.79
146,11,-17.57
147,11,-16.96
148,11,-16.55
149,11,-15.49
150,11,-13.68
151,11,-11.84
152,11,-10.37
153,11,-9.26
154,11,-8.39
155,11,-7.71
156,11,-7.12
157,11,-6.51
158,11,-5.80
159,11,-5.00
160,11,-4.15
161,11,-3.30
162,11,-2.47
163,11,-1.74
164,11,-1.14
165,11,-0.68
166,11,-0.30
167,11,0.03
168,11,0.37
169,11,0.74
170,11,1.14
171,11,1.55
172,11,1.92
173,11,2.19
174,11,2.34
175,11,2.36
176,11,2.28
177,11,2.12
178,11,1.95
179,11,1.83
180,11,1.80
0,12,16.81
1,12,16.65
2,12,16.09
3,12,15.21
4,12,14.09
5,12,12.92
6,12,11.94
7,12,11.34
8,12,11.06
9,12,10.83
10,12,10.40
11,12,9.66
12,12,8.54
13,12,7.11
14,12,5.58
15,12,4.29
16,12,3.56
17,12,3.26
18,12,3.01
19,12,2.51
20,12,1.60
21,12,0.27
22,12,-1.36
23,12,-2.96
24,12,-3.85
25,12,-3.65
26,12,-2.66
27,12,-1.47
28,12,-0.40
29,12,0.43
30,12,0.97
31,12,1.21
32,12,1.08
33,12,0.60
34,12,-0.24
35,12,-1.37
36,12,-2.65
37,12,-3.79
38,12,-4.39
39,12,-4.35
40,12,-3.96
41,12,-3.53
42,12,-3.25
43,12,-3.17
44,12,-3.25
45,12,-3.46
46,12,-3.73
47,12,-4.01
48,12,-4.25
49,12,-4.41
50,12,-4.54
51,12,-4.64
52,12,-4.73
53,12,-4.85
54,12,-5.03
55,12,-5.30
56,12,-5.65
57,12,-6.09
58,12,-6.55
59,12,-6.93
60,12,-7.07
61,12,-6.79
62,12,-6.05
63,12,-5.04
64,12,-3.93
65,12,-2.90
66,12,-2.01
67,12,-1.30
68,12,-0.78
69,12,-0.43
70,12,-0.22
71,12,-0.16
72,12,-0.23
73,12,-0.42
74,12,-0.69
75,12,-1.00
76,12,-1.30
77,12,-1.53
78,12,-1.65
79,12,-1.63
80,12,-1.49
81,12,-1.25
82,12,-0.96
83,12,-0.65
84,12,-0.35
85,12,-0.09
86,12,0.11
87,12,0.25
88,12,0.35
89,12,0.40
90,12,0.41
91,12,0.39
92,12,0.34
93,12,0.24
94,12,0.11
95,12,-0.07
96,12,-0.28
97,12,-0.56
98,12,-0.89
99,12,-1.28
100,12,-1.75
101,12,-2.30
102,12,-2.91
103,12,-3.60
104,12,-4.34
105,12,-5.11
106,12,-5.83
107,12,-6.45
108,12,-6.94
109,12,-7.27
110,12,-7.46
111,12,-7.61
112,12,-7.77
113,12,-8.03
114,12,-8.45
115,12,-9.10
116,12,-10.03
117,12,-11.24
118,12,-12.79
119,12,-14.63
120,12,-16.30
121,12,-16.85
122,12,-16.01
123,12,-14.62
124,12,-13.40
125,12,-12.58
126,12,-12.24
127,12,-12.35
128,12,-12.92
129,12,-14.01
130,12,-15.79
131,12,-18.31
132,12,-20.76
133,12,-20.96
134,12,-19.09
135,12,-17.08
136,12,-15.67
137,12,-15.00
138,12,-15.06
139,12,-15.69
140,12,-16.73
141,12,-18.11
142,12,-19.64
143,12,-20.65
144,12,-20.19
145,12,-18.79
146,12,-17.57
147,12,-16.96
148,12,-16.55
149,12,-15.49
150,12,-13.68
151,12,-11.84
152,12,-10.37
153,12,-9.26
154,12,-8.39
155,12,-7.71
156,12,-7.12
157,12,-6.51
158,12,-5.80
159,12,-5.00
160,12,-4.15
161,12,-3.30
162,12,-2.47
163,12,-1.74
164,12,-1.14
165,12,-0.68
166,12,-0.30
167,12,0.03
168,12,0.37
169,12,0.74
170,12,1.14
171,12,1.55
172,12,1.92
173,12,2.19
174,12,2.34
175,12,2.36
176,12,2.28
177,12,2.12
178,12,1.95
179,12,1.83
180,12,1.80
0,13,16.81
1,13,16.65
2,13,16.09
3,13,15.21
4,13,14.09
5,13,12.92
6,13,11.94
7,13,11.34
8,13,11.06
9,13,10.83
10,13,10.40
11,13,9.66
12,13,8.54
13,13,7.11
14,13,5.58
15,13,4.29
16,13,3.56
17,13,3.26
18,13,3.01
19,13,2.51
20,13,1.60
21,13,0.27
22,13,-1.36
23,13,-2.96
24,13,-3.85
25,13,-3.65
26,13,-2.66
27,13,-1.47
28,13,-0.40
29,13,0.43
30,13,0.97
31,13,1.21
32,13,1.08
33,13,0.60
34,13,-0.24
35,13,-1.37
36,13,-2.65
37,13,-3.79
38,13,-4.39
39,13,-4.35
40,13,-3.96
41,13,-3.53
42,13,-3.25
43,13,-3.17
44,13,-3.25
45,13,-3.46
46,13,-3.73
47,13,-4.01
48,13,-4.25
49,13,-4.41
50,13,-4.54
51,13,-4.64
52,13,-4.73
53,13,-4.85
54,13,-5.03
55,13,-5.30
56,13,-5.65
57,13,-6.09
58,13,-6.55
59,13,-6.93
60,13,-7.07
61,13,-6.79
62,13,-6.05
63,13,-5.04
64,13,-3.93
65,13,-2.90
66,13,-2.01
67,13,-1.30
68,13,-0.78
69,13,-0.43
70,13,-0.22
71,13,-0.16
72,13,-0.23
73,13,-0.42
74,13,-0.69
75,13,-1.00
76,13,-1.30
77,13,-1.53
78,13,-1.65
79,13,-1.63
80,13,-1.49
81,13,-1.25
82,13,-0.96
83,13,-0.65
84,13,-0.35
85,13,-0.09
86,13,0.11
87,13,0.25
88,13,0.35
89,13,0.40
90,13,0.41
91,13,0.39
92,13,0.34
93,13,0.24
94,13,0.11
95,13,-0.07
96,13,-0.28
97,13,-0.56
98,13,-0.89
99,13,-1.28
100,13,-1.75
101,13,-2.30
102,13,-2.91
103,13,-3.60
104,13,-4.34
105,13,-5.11
106,13,-5.83
107,13,-6.45
108,13,-6.94
109,13,-7.27
110,13,-7.46
111,13,-7.61
112,13,-7.77
113,13,-8.03
114,13,-8.45
115,13,-9.10
116,13,-10.03
117,13,-11.24
118,13,-12.79
119,13,-14.63
120,13,-16.30
121,13,-16.85
122,13,-16.01
123,13,-14.62
124,13,-13.40
125,13,-12.58
126,13,-12.24
127,13,-12.35
128,13,-12.92
129,13,-14.01
130,13,-15.79
131,13,-18.31
132,13,-20.76
133,13,-20.96
134,13,-19.09
135,13,-17.08
136,13,-15.67
137,13,-15.00
138,13,-15.06
139,13,-15.69
140,13,-16.73
141,13,-18.11
142,13,-19.64
143,13,-20.65
144,13,-20.19
145,13,-18.79
146,13,-17.57
147,13,-16.96
148,13,-16.55
149,13,-15.49
150,13,-13.68
151,13,-11.84
152,13,-10.37
153,13,-9.26
154,13,-8.39
155,13,-7.71
156,13,-7.12
157,13,-6.51
158,13,-5.80
159,13,-5.00
160,13,-4.15
161,13,-3.30
162,13,-2.47
163,13,-1.74
164,13,-1.14
165,13,-0.68
166,13,-0.30
167,13,0.03
168,13,0.37
169,13,0.74
170,13,1.14
171,13,1.55
172,13,1.92
173,13,2.19
174,13,2.34
175,13,2.36
176,13,2.28
177,13,2.12
178,13,1.95
179,13,1.83
180,13,1.80
0,14,16.81
1,14,16.65
2,14,16.09
3,14,15.21
4,14,14.09
5,14,12.92
6,14,11.94
7,14,11.34
8,14,11.06
9,14,10.83
10,14,10.40
11,14,9.66
12,14,8.54
13,14,7.11
14,14,5.58
15,14,4.29
16,14,3.56
17,14,3.26
18,14,3.01
19,14,2.51
20,14,1.60
21,14,0.27
22,14,-1.36
23,14,-2.96
24,14,-3.85
25,14,-3.65
26,14,-2.66
27,14,-1.47
28,14,-0.40
29,14,0.43
30,14,0.97
31,14,1.21
32,14,1.08
33,14,0.60
34,14,-0.24
35,14,-1.37
36,14,-2.65
37,14,-3.79
38,14,-4.39
39,14,-4.35
40,14,-3.96
41,14,-3.53
42,14,-3.25
43,14,-3.17
44,14,-3.25
45,14,-3.46
46,14,-3.73
47,14,-4.01
48,14,-4.25
49,14,-4.41
50,14,-4.54
51,14,-4.64
52,14,-4.73
53,14,-4.85
54,14,-5.03
55,14,-5.30
56,14,-5.65
57,14,-6.09
58,14,-6.55
59,14,-6.93
60,14,-7.07
61,14,-6.79
62,14,-6.05
63,14,-5.04
64,14,-3.93
65,14,-2.90
66,14,-2.01
67,14,-1.30
68,14,-0.78
69,14,-0.43
70,14,-0.22
71,14,-0.16
72,14,-0.23
73,14,-0.42
74,14,-0.69
75,14,-1.00
76,14,-1.30
77,14,-1.53
78,14,-1.65
79,14,-1.63
80,14,-1.49
81,14,-1.25
82,14,-0.96
83,14,-0.65
84,14,-0.35
85,14,-0.09
86,14,0.11
87,14,0.25
88,14,0.35
89,14,0.40
90,14,0.41
91,14,0.39
92,14,0.34
93,14,0.24
94,14,0.11
95,14,-0.07
96,14,-0.28
97,14,-0.56
98,14,-0.89
99,14,-1.28
100,14,-1.75
101,14,-2.30
102,14,-2.91
103,14,-3.60
104,14,-4.34
105,14,-5.11
106,14,-5.83
107,14,-6.45
108,14,-6.94
109,14,-7.27
110,14,-7.46
111,14,-7.61
112,14,-7.77
113,14,-8.03
114,14,-8.45
115,14,-9.10
116,14,-10.03
117,14,-11.24
118,14,-12.79
119,14,-14.63
120,14,-16.30
121,14,-16.85
122,14,-16.01
123,14,-14.62
124,14,-13.40
125,14,-12.58
126,14,-12.24
127,14,-12.35
128,14,-12.92
129,14,-14.01
130,14,-15.79
131,14,-18.31
132,14,-20.76
133,14,-20.96
134,14,-19.09
135,14,-17.08
136,14,-15.67
137,14,-15.00
138,14,-15.06
139,14,-15.69
140,14,-16.73
141,14,-18.11
142,14,-19.64
143,14,-20.65
144,14,-20.19
145,14,-18.79
146,14,-17.57
147,14,-16.96
148,14,-16.55
149,14,-15.49
150,14,-13.68
151,14,-11.84
152,14,-10.37
153,14,-9.26
154,14,-8.39
155,14,-7.71
156,14,-7.12
157,14,-6.51
158,14,-5.80
159,14,-5.00
160,14,-4.15
161,14,-3.30
162,14,-2.47
163,14,-1.74
164,14,-1.14
165,14,-0.68
166,14,-0.30
167,14,0.03
168,14,0.37
169,14,0.74
170,14,1.14
171,14,1.55
172,14,1.92
173,14,2.19
174,14,2.34
175,14,2.36
176,14,2.28
177,14,2.12
178,14,1.95
179,14,1.83
180,14,1.80
0,15,16.81
1,15,16.65
2,15,16.09
3,15,15.21
4,15,14.09
5,15,12.92
6,15,11.94
7,15,11.34
8,15,11.06
9,15,10.83
10,15,10.40
11,15,9.66
12,15,8.54
13,15,7.11
14,15,5.58
15,15,4.29
16,15,3.56
17,15,3.26
18,15,3.01
19,15,2.51
20,15,1.60
21,15,0.27
22,15,-1.36
23,15,-2.96
24,15,-3.85
25,15,-3.65
26,15,-2.66
27,15,-1.47
28,15,-0.40
29,15,0.43
30,15,0.97
31,15,1.21
32,15,1.08
33,15,0.60
34,15,-0.24
35,15,-1.37
36,15,-2.65
37,15,-3.79
38,15,-4.39
39,15,-4.35
40,15,-3.96
41,15,-3.53
42,15,-3.25
43,15,-3.17
44,15,-3.25
45,15,-3.46
46,15,-3.73
47,15,-4.01
48,15,-4.25
49,15,-4.41
50,15,-4.54
51,15,-4.64
52,15,-4.73
53,15,-4.85
54,15,-5.03
55,15,-5.30
56,15,-5.65
57,15,-6.09
58,15,-6.55
59,15,-6.93
60,15,-7.07
61,15,-6.79
62,15,-6.05
63,15,-5.04
64,15,-3.93
65,15,-2.90
66,15,-2.01
67,15,-1.30
68,15,-0.78
69,15,-0.43
70,15,-0.22
71,15,-0.16
72,15,-0.23
73,15,-0.42
74,15,-0.69
75,15,-1.00
76,15,-1.30
77,15,-1.53
78,15,-1.65
79,15,-1.63
80,15,-1.49
81,15,-1.25
82,15,-0.96
83,15,-0.65
84,15,-0.35
85,15,-0.09
86,15,0.11
87,15,0.25
88,15,0.35
89,15,0.40
90,15,0.41
91,15,0.39
92,15,0.34
93,15,0.24
94,15,0.11
95,15,-0.07
96,15,-0.28
97,15,-0.56
98,15,-0.89
99,15,-1.28
100,15,-1.75
101,15,-2.30
102,15,-2.91
103,15,-3.60
104,15,-4.34
105,15,-5.11
106,15,-5.83
107,15,-6.45
108,15,-6.94
109,15,-7.27
110,15,-7.46
111,15,-7.61
112,15,-7.77
113,15,-8.03
114,15,-8.45
115,15,-9.10
116,15,-10.03
117,15,-11.24
118,15,-12.79
119,15,-14.63
120,15,-16.30
121,15,-16.85
122,15,-16.01
123,15,-14.62
124,15,-13.40
125,15,-12.58
126,15,-12.24
127,15,-12.35
128,15,-12.92
129,15,-14.01
130,15,-15.79
131,15,-18.31
132,15,-20.76
133,15,-20.96
134,15,-19.09
135,15,-17.08
136,15,-15.67
137,15,-15.00
138,15,-15.06
139,15,-15.69
140,15,-16.73
141,15,-18.11
142,15,-19.64
143,15,-20.65
144,15,-20.19
145,15,-18.79
146,15,-17.57
147,15,-16.96
148,15,-16.55
149,15,-15.49
150,15,-13.68
151,15,-11.84
152,15,-10.37
153,15,-9.26
154,15,-8.39
155,15,-7.71
156,15,-7.12
157,15,-6.51
158,15,-5.80
159,15,-5.00
160,15,-4.15
161,15,-3.30
162,15,-2.47
163,15,-1.74
164,15,-1.14
165,15,-0.68
166,15,-0.30
167,15,0.03
168,15,0.37
169,15,0.74
170,15,1.14
171,15,1.55
172,15,1.92
173,15,2.19
174,15,2.34
175,15,2.36
176,15,2.28
177,15,2.12
178,15,1.95
179,15,1.83
180,15,1.80
0,16,16.81
1,16,16.65
2,16,16.09
3,16,15.21
4,16,14.09
5,16,12.92
6,16,11.94
7,16,11.34
8,16,11.06
9,16,10.83
10,16,10.40
11,16,9.66
12,16,8.54
13,16,7.11
14,16,5.58
15,16,4.29
16,16,3.56
17,16,3.26
18,16,3.01
19,16,2.51
20,16,1.60
21,16,0.27
22,16,-1.36
23,16,-2.96
24,16,-3.85
25,16,-3.65
26,16,-2.66
27,16,-1.47
28,16,-0.40
29,16,0.43
30,16,0.97
31,16,1.21
32,16,1.08
33,16,0.60
34,16,-0.24
35,16,-1.37
36,16,-2.65
37,16,-3.79
38,16,-4.39
39,16,-4.35
40,16,-3.96
41,16,-3.53
42,16,-3.25
43,16,-3.17
44,16,-3.25
45,16,-3.46
46,16,-3.73
47,16,-4.01
48,16,-4.25
49,16,-4.41
50,16,-4.54
51,16,-4.64
52,16,-4.73
53,16,-4.85
54,16,-5.03
55,16,-5.30
56,16,-5.65
57,16,-6.09
58,16,-6.55
59,16,-6.93
60,16,-7.07
61,16,-6.79
62,16,-6.05
63,16,-5.04
64,16,-3.93
65,16,-2.90
66,16,-2.01
67,16,-1.30
68,16,-0.78
69,16,-0.43
70,16,-0.22
71,16,-0.16
72,16,-0.23
73,16,-0.42
74,16,-0.69
75,16,-1.00
76,16,-1.30
77,16,-1.53
78,16,-1.65
79,16,-1.63
80,16,-1.49
81,16,-1.25
82,16,-0.96
83,16,-0.65
84,16,-0.35
85,16,-0.09
86,16,0.11
87,16,0.25
88,16,0.35
89,16,0.40
90,16,0.41
91,16,0.39
92,16,0.34
93,16,0.24
94,16,0.11
95,16,-0.07
96,16,-0.28
97,16,-0.56
98,16,-0.89
99,16,-1.28
100,16,-1.75
101,16,-2.30
102,16,-2.91
103,16,-3.60
104,16,-4.34
105,16,-5.11
106,16,-5.83
107,16,-6.45
108,16,-6.94
109,16,-7.27
110,16,-7.46
111,16,-7.61
112,16,-7.77
113,16,-8.03
114,16,-8.45
115,16,-9.10
116,16,-10.03
117,16,-11.24
118,16,-12.79
119,16,-14.63
120,16,-16.30
121,16,-16.85
122,16,-16.01
123,16,-14.62
124,16,-13.40
125,16,-12.58
126,16,-12.24
127,16,-12.35
128,16,-12.92
129,16,-14.01
130,16,-15.79
131,16,-18.31
132,16,-20.76
133,16,-20.96
134,16,-19.09
135,16,-17.08
136,16,-15.67
137,16,-15.00
138,16,-15.06
139,16,-15.69
140,16,-16.73
141,16,-18.11
142,16,-19.64
143,16,-20.65
144,16,-20.19
145,16,-18.79
146,16,-17.57
147,16,-16.96
148,16,-16.55
149,16,-15.49
150,16,-13.68
151,16,-11.84
152,16,-10.37
153,16,-9.26
154,16,-8.39
155,16,-7.71
156,16,-7.12
157,16,-6.51
158,16,-5.80
159,16,-5.00
160,16,-4.15
161,16,-3.30
162,16,-2.47
163,16,-1.74
164,16,-1.14
165,16,-0.68
166,16,-0.30
167,16,0.03
168,16,0.37
169,16,0.74
170,16,1.14
171,16,1.55
172,16,1.92
173,16,2.19
174,16,2.34
175,16,2.36
176,16,2.28
177,16,2.12
178,16,1.95
179,16,1.83
180,16,1.80
0,17,16.81
1,17,16.65
2,17,16.09
3,17,15.21
4,17,14.09
5,17,12.92
6,17,11.94
7,17,11.34
8,17,11.06
9,17,10.83
10,17,10.40
11,17,9.66
12,17,8.54
13,17,7.11
14,17,5.58
15,17,4.29
16,17,3.56
17,17,3.26
18,17,3.01
19,17,2.51
20,17,1.60
21,17,0.27
22,17,-1.36
23,17,-2.96
24,17,-3.85
25,17,-3.65
26,17,-2.66
27,17,-1.47
28,17,-0.40
29,17,0.43
30,17,0.97
31,17,1.21
32,17,1.08
33,17,0.60
34,17,-0.24
35,17,-1.37
36,17,-2.65
37,17,-3.79
38,17,-4.39
39,17,-4.35
40,17,-3.96
41,17,-3.53
42,17,-3.25
43,17,-3.17
44,17,-3.25
45,17,-3.46
46,17,-3.73
47,17,-4.01
48,17,-4.25
49,17,-4.41
50,17,-4.54
51,17,-4.64
52,17,-4.73
53,17,-4.85
54,17,-5.03
55,17,-5.30
56,17,-5.65
57,17,-6.09
58,17,-6.55
59,17,-6.93
60,17,-7.07
61,17,-6.79
62,17,-6.05
63,17,-5.04
64,17,-3.93
65,17,-2.90
66,17,-2.01
67,17,-1.30
68,17,-0.78
69,17,-0.43
70,17,-0.22
71,17,-0.16
72,17,-0.23
73,17,-0.42
74,17,-0.69
75,17,-1.00
76,17,-1.30
77,17,-1.53
78,17,-1.65
79,17,-1.63
80,17,-1.49
81,17,-1.25
82,17,-0.96
83,17,-0.65
84,17,-0.35
85,17,-0.09
86,17,0.11
87,17,0.25
88,17,0.35
89,17,0.40
90,17,0.41
91,17,0.39
92,17,0.34
93,17,0.24
94,17,0.11
95,17,-0.07
96,17,-0.28
97,17,-0.56
98,17,-0.89
99,17,-1.28
100,17,-1.75
101,17,-2.30
102,17,-2.91
103,17,-3.60
104,17,-4.34
105,17,-5.11
106,17,-5.83
107,17,-6.45
108,17,-6.94
109,17,-7.27
110,17,-7.46
111,17,-7.61
112,17,-7.77
113,17,-8.03
114,17,-8.45
115,17,-9.10
116,17,-10.03
117,17,-11.24
118,17,-12.79
119,17,-14.63
120,17,-16.30
121,17,-16.85
122,17,-16.01
123,17,-14.62
124,17,-13.40
125,17,-12.58
126,17,-12.24
127,17,-12.35
128,17,-12.92
